Coin Name,Complete Name,Algorithm,Proof Type,Total Coin Supply
Rubies,Rubies (RBIES),N/A,PoS,10000000
BillaryCoin,BillaryCoin (BLRY),Scrypt,PoW/PoS,42000000
Scotcoin,Scotcoin (SCOT),Counterparty,N/A,1000000000
Thecreed,Thecreed (CREED),QuBit,PoW/PoS,N/A
PostCoin,PostCoin (POST),N/A,PoS,15081003
Influxcoin,Influxcoin (INFX),X11,PoW/PoS,12000000
EthereumScrypt,EthereumScrypt (ETHS),Scrypt,PoW/PoS,4200000
Phalanx,Phalanx (PXL),SHA-256,PoW,15000000
NumbersCoin,NumbersCoin (NUM),Scrypt,PoW/PoS,N/A
Ionomy,Ionomy (ION),N/A,PoS,50900000
GrownCoin,GrownCoin (GROW),N/A,PoW/PoS,N/A
SuperNET,SuperNET (UNITY),N/A,N/A,816060.9999
OldSafeCoin,OldSafeCoin (OLDSF),N/A,PoS,N/A
SunShotCoin,SunShotCoin (SSTC),X11,PoW,2250000000
NetworkCoin,NetworkCoin (NETC),X13,PoW/PoS,400000
Think And Get Rich Coin,Think And Get Rich Coin (TAGR),X15,PoW/PoS,30700000
HempCoin,HempCoin (HMP),Scrypt-n,PoW,5000000000
Gapcoin,Gapcoin (GAP),Scrypt,PoW/PoS,250000000
MayaCoin,MayaCoin (MYC),Scrypt,PoW/PoS,250000000
InvisibleCoin,InvisibleCoin (IVZ),N/A,PoS,1000000
VirtaCoin,VirtaCoin (VTA),Scrypt,PoW,21000000000
SoilCoin,SoilCoin (SOIL),Dagger,PoW,30000000
DigiCube,DigiCube (CUBE),N/A,PoS,N/A
YoCoin,YoCoin (YOC),Scrypt,PoW,168351300
VapersCoin,VapersCoin (VPRC),Scrypt,PoW,42750000000
Steps,Steps (STEPS),N/A,PoS,9243127.173
DebitCoin,DebitCoin (DBTC),N/A,N/A,100000000
Universal Currency,Universal Currency (UNIT),SHA-256,PoW/PoS,210000000
MoinCoin,MoinCoin (MOIN),N/A,PoW/PoS,184000000
EuropeCoin,EuropeCoin (ERC),X11,PoW/PoS,384000000
AdvancedInternetBlock,AdvancedInternetBlock (AIB),Scrypt,PoW,314159265359
PrimeChain,PrimeChain (PRIME),N/A,PoS,N/A
BigUp,BigUp (BIGUP),N/A,PoS,4000000000
RevolverCoin,RevolverCoin (XRE),X11Evo,PoW,N/A
Pepe,Pepe (MEME),X11,PoW/PoS,N/A
DragonSphere,DragonSphere (XDB),X11,PoW/PoS,21007600
Anti Bitcoin,Anti Bitcoin (ANTI),SHA-256,PoW,42000000
ColossusCoinXT,ColossusCoinXT (COLX),X11,PoS,21000000000
Mineum,Mineum (MNM),X13,PoW/PoS,10000000
ZeitCoin,ZeitCoin (ZEIT),Scrypt,PoS, 99000000000
2GiveCoin,2GiveCoin (2GIVE),Scrypt,PoW/PoS,N/A
Cryptographic Anomaly,Cryptographic Anomaly (CGA),Scrypt,PoW,10000000000
SwingCoin,SwingCoin (SWING),SHA-256,PoW/PoS,40000000
Nebuchadnezzar,Nebuchadnezzar (NEBU),PoS,PoS,20000000
AcesCoin,AcesCoin (AEC),X11,PoS,98000000
Francs,Francs (FRN),Scrypt,PoW,20000000
Aiden,Aiden (ADNT),ScryptOG,PoW,84000000
Pulse,Pulse (PULSE),SHA-256D,PoS,N/A
Number7,Number7 (N7),Scrypt,PoW,270967742
LGBTQoin,LGBTQoin (LGBTQ),X11,PoW,50000000
Uther,Uther (UTH),Dagger,PoW,25885320
MediumProject,MediumProject (MPRO),PoS,PoW,250000
KATZcoin,KATZcoin (KATZ),SHA-256D,PoW/PoS,100000000
Supreme,Supreme (SPM),Scrypt,PoW/PoS,88900000
Mojocoin,Mojocoin (MOJO),PoS,PoS,N/A
Bela,Bela (BELA),N/A,N/A,43770505.882540501222034175
Flash,Flash (FLX),Scrypt,PoW/PoS,1000000
BolivarCoin,BolivarCoin (BOLI),X11,PoW,25000000
DimeCoin,DimeCoin (DIME),Quark,PoW,N/A
High Voltage Coin,High Voltage Coin (HVCO),SHA-256,PoW/PoS,1700000
GIZMOcoin,GIZMOcoin (GIZ),X11,PoW/PoS,100000
GrexitCoin,GrexitCoin (GREXIT),N/A,PoS,N/A
Carboncoin,Carboncoin (CARBON),Scrypt,PoW,N/A
Turron,Turron (TUR),N/A,PoS,N/A
LemonCoin,LemonCoin (LEMON),N/A,PoW,31000000
Dark Lisk,Dark Lisk (DISK),X11,PoW/PoS,N/A
NevaCoin,NevaCoin (NEVA),N/A,PoW/PoS,26280000
Cryptokenz,Cryptokenz (CYT),PoS,PoS,N/A
Fuzzballs,Fuzzballs (FUZZ),Scrypt,PoW,21000000
Nukecoinz,Nukecoinz (NKC),Scrypt,PoW,N/A
SecretCoin,SecretCoin (SCRT),X11,PoW/PoS,21000000
Ratecoin,Ratecoin (XRA),X11,PoW/PoS,75000000
XanaxCoin,XanaxCoin (XNX),Scrypt,PoW,42000000
Stakerush,Stakerush (STHR),PoS,PoS,N/A
BonesCoin,BonesCoin (BONES),Scrypt,PoS,N/A
WMCoin,WMCoin (WMC),X11,PoS,1000000000
GothicCoin,GothicCoin (GOTX),Scrypt,PoW,313333333
ShrekCoin,ShrekCoin (SHREK),Scrypt,PoW/PoS,1246000000
Obscurebay,Obscurebay (OBS),X11,PoW/PoS,6562000
ExitCoin,ExitCoin (EXIT),Scrypt,PoW/PoS,756000000
EducoinV,EducoinV (EDUC),Scrypt,PoW/PoS,99000000
Clinton,Clinton (CLINT),SHA-256,PoW,2421227
Clockcoin,Clockcoin (CKC),SHA-256,PoW/PoS,525000000
NXEcoin,NXEcoin (NXE),NIST5,PoW/PoS,2200000
ZoomCoin,ZoomCoin (ZOOM),Lyra2RE,PoW,250000
DT Token,DT Token (DRACO),N/A,N/A,88888888
OrlyCoin,OrlyCoin (ORLY),X15,PoW/PoS,36000000
KubosCoin,KubosCoin (KUBOS),Scrypt,PoW/PoS,986898568551
InceptionCoin,InceptionCoin (INCP),X11,PoW/PoS,N/A
SharkCoin,SharkCoin (SAK),SHA-256,PoW,400000000
EvilCoin,EvilCoin (EVIL),X11,PoW/PoS,21024000
OmegaCoin,OmegaCoin (OMA),X15,PoW/PoS,N/A
MonetaryUnit,MonetaryUnit (MUE),Quark,PoW,N/A
CobraCoin,CobraCoin (COX),Scrypt,PoW/PoS,1012941176
Bancor Network Token,Bancor Network Token (BNT),N/A,N/A,79323978
Destiny,Destiny (DES),Scrypt,PoW/PoS,212625
16BitCoin,16BitCoin (BIT16),NIST5,PoW/PoS,16000000
ChessCoin,ChessCoin (CHESS),Scrypt,PoW/PoS,74666667
SpaceCoin,SpaceCoin (SPACE),Scrypt,PoW/PoS,N/A
Liquid,Liquid (LQD),N/A,N/A,99999.99
Marvelous,Marvelous (MARV),Scrypt,PoW,400000000
XDE II,XDE II (XDE2),SHA-256,PoS,N/A
VectorCoin 2.0 ,VectorCoin 2.0  (VEC2),Dagger-Hashimoto,PoW,N/A
GenesysCoin,GenesysCoin (GSY),SHA-256,PoW/PoS,N/A
TrollTokens,TrollTokens (TRTK),SHA-256,PoW/PoS,860000000
Let it Ride,Let it Ride (LIR),POS 3.0,PoS,33500000
MMNXT ,MMNXT  (MMNXT),N/A,N/A,50000000
ScryptCoin,ScryptCoin (SCRPT),Scrypt,PoW,34181818
LBRY Credits,LBRY Credits (LBC),N/A,N/A,1000000000
Specie,Specie (SPCIE),PoS,PoS,9000000
CryptoJacks,CryptoJacks (CJ),X13,PoW/PoS,500000000
PutinCoin,PutinCoin (PUT),Scrypt,PoW/PoS,2000000000
Kraken,Kraken (KRAK),SHA-256,PoW/PoS,20 000 000
Dlisk,Dlisk (DLISK),N/A,DPoS,100000000
iBankCoin,iBankCoin (IBANK),Scrypt,PoW/PoS,44333333
Voyacoin,Voyacoin (VOYA),N/A,PoW,N/A
EnterCoin,EnterCoin (ENTER),N/A,N/A,6000000
World Gold Coin,World Gold Coin (WRLGC),SHA-256,PoW,51000000
BitMoon,BitMoon (BM),X13,PoS,100000000
Frankywillcoin,Frankywillcoin (FRWC),Scrypt,PoW/PoS,100000000
Psilocybin,Psilocybin (PSY),SHA-256D,PoW/PoS,4214600
RustCoin,RustCoin (RUST),Scrypt,PoW/PoS,21212121
NewZealandCoin,NewZealandCoin (NZC),Scrypt,PoW,335800000
SingularDTV,SingularDTV (SNGLS),N/A,N/A,1000000000 
Xaurum,Xaurum (XAUR),N/A,N/A,127108472.4829
BitFinex Tokens,BitFinex Tokens (BFX),N/A,N/A,32000000
Uniqredit,Uniqredit (UNIQ),SHA-256D,PoW,N/A
ChronosCoin,ChronosCoin (CRX),Scrypt,PoW/PoS,N/A
Decent,Decent (DCT),N/A,PoS,73197775
PokeChain,PokeChain (XPOKE),X13,PoS,75000000
Coinomat,Coinomat (CNMT),N/A,N/A,3000000
Lutetium Coin,Lutetium Coin (LC),X11,PoS,657000000
Heat Ledger,Heat Ledger (HEAT),N/A,PoS/PoP,26000000
Iconomi,Iconomi (ICN),N/A,N/A,100000000
ExaByte (EXB),ExaByte (EXB) (EXB),SHA-256,PoW,500000000
Wings DAO,Wings DAO (WINGS),N/A,N/A,100000000
Cryptodex,Cryptodex (CDEX),N/A,N/A,100000000
ReturnBit,ReturnBit (RBIT),Scrypt,PoW,N/A
deCLOUDs,deCLOUDs (DCS),N/A,PoS,100000000
GoldBlocks,GoldBlocks (GB),X11,PoW/PoS,50000000
Anoncoin,Anoncoin (ANC),N/A,PoW,4200000
Syndicate,Syndicate (SYNX),X11,PoW/PoS,N/A
Mass Coin,Mass Coin (MC),N/A,N/A,1000000000000
EDC Blockchain,EDC Blockchain (EDC),SHA-256,DPoS/LPoS,5352058721.530
WayCoin,WayCoin (WAY),X11,PoS,100000000
MollyCoin,MollyCoin (TAB),Scrypt,PoW/PoS,25000000
Trigger,Trigger (TRIG),N/A,N/A,100000000
bitCNY,bitCNY (BITCNY),N/A,N/A,100000000000
bitUSD,bitUSD (BITUSD),N/A,N/A,100000000000
Autumncoin,Autumncoin (ATMC),X11,PoW/PoS,N/A
Save The Ocean,Save The Ocean (STO),X11,PoW/PoS,150000000
Sense,Sense (SNS),N/A,N/A,100000000
CarterCoin,CarterCoin (CTC),Scrypt,PoW/PoS,90000000
TotCoin,TotCoin (TOT),Scrypt,PoW/PoS,1613150000
Bitcloud,Bitcloud (BTD),Scrypt,PoW/PoS,N/A
ArkDAO,ArkDAO (BOTS),N/A,N/A,N/A
MedicCoin,MedicCoin (MDC),Scrypt,PoW/PoS,33000000
FuturePoints,FuturePoints (FTP),X11,PoS,360000000
Zeta2Coin,Zeta2Coin (ZET2),Quark,PoW/PoS,1200000
CovenCoin,CovenCoin (CVNC),SHA-256,PoW/PoS,33000
Karbo,Karbo (KRB),CryptoNight,PoW,10000000
Tellurion,Tellurion (TELL),X11,PoW/PoS,3652422000
EneCoin,EneCoin (ENE),X13,PoW/PoS,N/A
TDFB,TDFB (TDFB),SHA-256D,PoW/PoS,N/A
BlockPay,BlockPay (BLOCKPAY),N/A,N/A,100000000
BitTokens,BitTokens (BXT),SHA-256,PoW/PoS,21000000
ZayedCoin,ZayedCoin (ZYD),SHA-256,PoW,9736000
MustangCoin,MustangCoin (MST),X11,PoW/PoS,3000000
Goonies,Goonies (GOON),Scrypt,PoW,270875968
Veltor,Veltor (VLT),N/A,PoW,554855
ZoneCoin,ZoneCoin (ZNE),Scrypt,PoW/PoS,21000000
DickCoin,DickCoin (DCK),X11,PoW/PoS,N/A
Circuits of Value,Circuits of Value (COVAL),Multiple,PoW,1200000000
DarkGold,DarkGold (DGDC),X13,PoW/PoS,1000000
TodayCoin,TodayCoin (TODAY),Scrypt,PoW,39200000
Verium,Verium (VRM),N/A,PoWT,N/A
RootCoin,RootCoin (ROOT),Scrypt,PoW/PoS,0
FirstBlood,FirstBlood (1ST),N/A,N/A,93468691
Gold Pressed Latinum,Gold Pressed Latinum (GPL),N/A,PoW/PoS,1000000
DopeCoin,DopeCoin (DOPE),Scrypt,PoW,200000000
B3 Coin,B3 Coin (B3),X11,PoW/PoS,N/A
FCoin,FCoin (FX),Scrypt,PoW/PoS,987600000
Pioneershares,Pioneershares (PIO),X11,PoW/PoS,200000
PROUD Money,PROUD Money (PROUD),X11,PoW/PoS,10000000000
Samsara Coin,Samsara Coin (SMSR),QuBit,PoW/PoS,60000000
Ubiqoin,Ubiqoin (UBIQ),Progressive-n,PoS,500000000
Armory Coin,Armory Coin (ARM),Scrypt,PoW/PoS,1990000000
ERBCoin,ERBCoin (ERB),Scrypt,N/A,125000000
Lazarus,Lazarus (LAZ),DPoS,DPoS,10000000
FonzieCoin,FonzieCoin (FONZ),SHA-256,PoW/PoS,N/A
BitCurrency,BitCurrency (BTCR),Scrypt,PoS,0
FaucetCoin,FaucetCoin (FCTC),X13,PoS,10000
Save and Gain,Save and Gain (SANDG),SHA-256,PoW,N/A
SteamPunk,SteamPunk (PUNK),PoS,PoS,40000000
Dark Moon,Dark Moon (MOOND),Scrypt,PoW/PoS,420000000
DollarCoin,DollarCoin (DLC),SHA-256,PoW,10638298
Sentaro,Sentaro (SEN),Scrypt,PoW/PoS,N/A
Swiscoin,Swiscoin (SCN),Scrypt,PoW/PoW,3100000000
Wexcoin,Wexcoin (WEX),N/A,PoS,N/A
Lathaan,Lathaan (LTH),PoS,N/A,N/A
BitBronze,BitBronze (BRONZ),Scrypt,PoW,4502400
Shilling,Shilling (SH),Scrypt,PoW,30000000
BuzzCoin,BuzzCoin (BUZZ),SHA-256D,PoW/PoS,20000000000
Mind Gene,Mind Gene (MG),SHA-256,PoW/PoS,7500000000
PSIcoin,PSIcoin (PSI),X11,PoS,696969
Opair,Opair (XPO),PoS,PoS,74000000
NoLimitCoin,NoLimitCoin (NLC),SHA-256D,PoW/PoS,N/A
PesoBit,PesoBit (PSB),Scrypt,PoW/PoS,0
Beats,Beats (XBTS),X11,PoW/PoS,N/A
Fitcoin,Fitcoin (FIT),X11,PoW/PoS,90000000
PantherCoin,PantherCoin (PINKX),Scrypt,PoW/PoS,735000000
FireCoin,FireCoin (FIRE),X15,PoW/PoS,N/A
Unfed Coin,Unfed Coin (UNF),Scrypt,PoW,67000000
SportsCoin,SportsCoin (SPORT),X11,PoS,20000000
Peerplays,Peerplays (PPY),N/A,N/A,5916684
NineElevenTruthCoin,NineElevenTruthCoin (NTC),Scrypt,PoW/PoS,130528084
EGOcoin,EGOcoin (EGO),PoS,PoS,60000000
RCoin,RCoin (RCOIN),SHA-256,N/A,5000000000
X2Coin,X2Coin (X2),N/A,N/A,315941005.4564719
Mycelium Token,Mycelium Token (MT),N/A,N/A,5311
Tianhe,Tianhe (TIA),Lyra2RE,N/A,21000000
GBR Coin,GBR Coin (GBRC),Scrypt,PoW,87500000
UPcoin,UPcoin (XUP),X13,PoS,N/A
Halloween Coin,Halloween Coin (HALLO),X11,PoW/PoS,1500000000
BaseballCardCoin,BaseballCardCoin (BBCC),Scrypt,PoW/PoS,19000000
EmiratesGoldCoin,EmiratesGoldCoin (EMIGR),SHA-256,PoW,4000000
BighanCoin,BighanCoin (BHC),Quark,PoW,411000000
Craftcoin,Craftcoin (CRAFT),Scrypt,PoW/PoS,49411760
Invictus,Invictus (INV),X11,PoW/PoS,N/A
OlympCoin,OlympCoin (OLYMP),X11,PoW/PoS,50000000
DelightPay,DelightPay (DPAY),X13,PoW/PoS,90400000
Hacker Gold,Hacker Gold (HKG),N/A,N/A,N/A
AntiLitecoin,AntiLitecoin (ANTC),Scrypt,PoW,84000000
JobsCoin,JobsCoin (JOBS),X11,PoW/PoS,20000000000
DogeGoreCoin,DogeGoreCoin (DGORE),X11,PoW/PoS,500000000
Tetra,Tetra (TRA),Scrypt,PoW,N/A
Resumeo Shares,Resumeo Shares (RMS),NIST5,PoS,9188302
FujiCoin,FujiCoin (FJC),Scrypt-n,PoW,10000000
Vaporcoin,Vaporcoin (VAPOR),SHA-256,PoW/PoS,2000000
SydPakCoin,SydPakCoin (SDP),X13,PoW/PoS,N/A
Recovery Right Tokens,Recovery Right Tokens (RRT),N/A,N/A,N/A
CaliphCoin,CaliphCoin (CALC),SHA-256,PoW,135000000
LeaCoin,LeaCoin (LEA),SHA-256,PoW,2000000000
Californium,Californium (CF),SHA-256,PoW,2520000
CrankCoin,CrankCoin (CRNK),X11,PoS/PoW,N/A
CoffeeCoin,CoffeeCoin (CFC),PoS,PoS,39999898
Victoriouscoin,Victoriouscoin (VTY),Scrypt,PoW/PoS,N/A
BlackShadowCoin,BlackShadowCoin (BS),X11,PoW/PoS,2100000000
JiffyCoin,JiffyCoin (JIF),SHA-256D,PoW,5108400
CrabCoin,CrabCoin (CRAB),X15,PoW/PoS,N/A
President Clinton,President Clinton (HILL),N/A,N/A,57968072167
Moneta,Moneta (MONETA),Scrypt,PoW,184000000
Rublebit,Rublebit (RUBIT),Scrypt,PoW,100000000
HappyCreatorCoin ,HappyCreatorCoin  (HCC),Scrypt,PoW,100100400000
BrainCoin,BrainCoin (BRAIN),X11,PoW/PoS,22000000
Vertex,Vertex (VTX),SHA-256,PoW/PoS,N/A
KRCoin,KRCoin (KRC),X11,PoW,N/A
RoyalCoin,RoyalCoin (ROYAL),X13,PoS,2500124
BigLifeCoin,BigLifeCoin (LFC),X11,PoW,9900000000
Zurcoin,Zurcoin (ZUR),Quark,PoW,126000000
NubisCoin,NubisCoin (NUBIS),SHA-256D,PoW/PoS,N/A
Tennet,Tennet (TENNET),SHA-256D,PoW/PoS,N/A
PeaceCoin,PeaceCoin (PEC),X11,PoW,700000000
Goldmaxcoin,Goldmaxcoin (GMX),Scrypt,PoW,84078950
32Bitcoin,32Bitcoin (32BIT),X11,PoW/PoS,355000
GanjaCoin V2,GanjaCoin V2 (GNJ),X14,PoW/PoS,100000000
TeamUP,TeamUP (TEAM),PoS,PoS,301000000
ScryptToken,ScryptToken (SCT),Scrypt,PoW/PoS,8842105
Elementrem,Elementrem (ELE),Ethash,PoW,26205539
GuccioneCoin,GuccioneCoin (GCC),Scrypt,PoW,39760000
AndromedaCoin,AndromedaCoin (AND),X11,PoW/PoS,N/A
EqualCoin,EqualCoin (EQUAL),X13,PoW/PoS,1000000000
SweetStake,SweetStake (SWEET),PoS,N/A,1000000000
2BACCO Coin,2BACCO Coin (2BACCO),Scrypt,PoW/PoS,81454545
DarkKnightCoin,DarkKnightCoin (DKC),Scrypt,PoW/PoS,24000000
Community Coin,Community Coin (COC),SHA-256,PoW,36129032
ChoofCoin,ChoofCoin (CHOOF),Scrypt,PoW/PoS,40000000
CashOut,CashOut (CSH),SHA-256,PoW,100000000
ZClassic,ZClassic (ZCL),Equihash,PoW,21000000
RoyalCoin 2.0,RoyalCoin 2.0 (RYCN),X13,PoS,2500124
Pabyosi Coin,Pabyosi Coin (PCS),X11,PoW/PoS,31500000000
NetBit,NetBit (NBIT),Scrypt,PoW/PoS,10.500.000
WineCoin,WineCoin (WINE),Scrypt,PoW/PoS,1744000000
Darcrus,Darcrus (DAR),N/A,N/A,50000000
InflationCoin,InflationCoin (IFLT),X11,PoW/PoS,N/A
ZCashDarkCoin,ZCashDarkCoin (ZECD),Scrypt,PoW,500000000
WashingtonCoin,WashingtonCoin (WASH),X11,PoW/PoS,170000000
TeslaCoilCoin,TeslaCoilCoin (TESLA),N/A,N/A,100000000
LuckyBlocks,LuckyBlocks (LUCKY),PoS,PoS,20000000
vSlice,vSlice (VSL),N/A,N/A,33390496.0333
Troll Payment,Troll Payment (TPG),PoS,N/A,N/A
Midnight,Midnight (MDT),SHA-256,PoW/PoS,N/A
CBD Crystals,CBD Crystals (CBD),PoS,N/A,50000000
PosEx,PosEx (PEX),SHA-256D,N/A,N/A
InsaneCoin,InsaneCoin (INSANE),X11,PoW/PoS,30000000
Golem Network Token,Golem Network Token (GNT),N/A,N/A,1000000000
PenCoin,PenCoin (PENC),Scrypt,PoW,N/A
LuckChain,LuckChain (BASH),Scrypt,PoW/PoS,1000000000
FameCoin,FameCoin (FAME),QuBit,PoW/PoS,50000000
LiviaCoin,LiviaCoin (LIV),Scrypt,PoW/PoS,1572000000
Sex Pistols,Sex Pistols (SP),Scrypt,PoW/PoS,N/A
MegaFlash,MegaFlash (MEGA),N/A,N/A,300000
Arab League Coin,Arab League Coin (ALC),X13,PoW,N/A
EtherDoge,EtherDoge (DOGETH),X11,PoW/PoS,18100000
KiloCoin,KiloCoin (KLC),Scrypt,PoW,10000000000
Hush,Hush (HUSH),Equihash,PoW,21000000
BitLuckCoin,BitLuckCoin (BTLC),PoS,PoS,5000000000
Dream8Coin,Dream8Coin (DRM8),Scrypt,PoW,88800000000
FistBump,FistBump (FIST),X13,PoW/PoS,N/A
Ebitz,Ebitz (EBZ),PoS,PoS,21000000
Digital Rupees,Digital Rupees (DRS),Scrypt,PoS ,N/A
Free Game Zone,Free Game Zone (FGZ),Scrypt,PoW,44775520
BosonCoin,BosonCoin (BOSON),X11,PoW/PoS,5000000000
ArtexCoin,ArtexCoin (ATX),X11,PoW,500000000
PlatiniumCoin,PlatiniumCoin (PNC),SHA-256,PoW,21000000
BeardDollars,BeardDollars (BRDD),Scrypt,PoW/PoS,21212121
Time,Time (TIME),N/A,N/A,710113
BipCoin,BipCoin (BIPC),CryptoNight,PoW,18446744
EmberCoin,EmberCoin (EMB),X13,PoW/PoS,850000000
Coin to the Future,Coin to the Future (BTTF),PoS,PoS,1210000
DollarOnline,DollarOnline (DLR),X11,PoW/PoS,1000000000
Cosmic,Cosmic (CSMIC),SHA-256D,PoW/PoS,N/A
SpaceCash,SpaceCash (SCASH),X13,PoW/PoS,N/A
XenixCoin,XenixCoin (XEN),X11,PoW/PoS,3853326.77707314
JIO Token,JIO Token (JIO),N/A,N/A,8888888
iWallet,iWallet (IW),X11,PoW/PoS,2142857142.86
Janus,Janus (JNS),N/A,N/A,100000000
TrickyCoin,TrickyCoin (TRICK),PoS,PoS,N/A
DeltaCredits,DeltaCredits (DCRE),N/A,PoS,100000
FreeCoin,FreeCoin (FRE),PoS,PoS,50000000
NPCcoin,NPCcoin (NPC),SHA-256D,PoW/PoS,7000000000
PLNCoin,PLNCoin (PLNC),Scrypt,PoW/PoS,38540000 
Digigems,Digigems (DGMS),Scrypt,PoW,50000000
Icobid,Icobid (ICOB),Scrypt,PoW/PoS,200000000 
AquariusCoin,AquariusCoin (ARCO),Scrypt,PoW/PoS,42000000
Kurrent,Kurrent (KURT),X11,PoW,228000000
Creatio,Creatio (XCRE),PoS,PoS,20000000
Eternity,Eternity (ENT),X11,PoW/PoS,60000000
UR,UR (UR),Dagger,PoW,N/A
Metal Music v3,Metal Music v3 (MTLM3),Scrypt,PoW/PoS,2500000000
Old Dogs New Tricks,Old Dogs New Tricks (ODNT),SHA-256D,PoW/PoS,21000000
Eurocoin,Eurocoin (EUC),SHA-256,PoW/PoS,20000000
BitcoinFast,BitcoinFast (BCF),Scrypt,PoW/PoS,33000000
SeedShares,SeedShares (SEEDS),SHA-256D,PoW/PoS,7996400
Stakenet,Stakenet (XSN),X11,TPoS,76500000
Tokes,Tokes (TKS),N/A,PoS,50000000
BitConnect Coin,BitConnect Coin (BCCOIN),Scrypt,PoW/PoS,28000000
ShortyCoin,ShortyCoin (SHORTY),PoS,PoS,100000000
Procom,Procom (PCM),Scrypt,PoW,28000000
Kernalcoin,Kernalcoin (KC),SHA-256,PoW,N/A
CoralPay,CoralPay (CORAL),X13,PoS,21000000
BAM,BAM (BAM),X11,PoW/PoS,N/A
Nexium,Nexium (NXC),N/A,N/A,100000000
MoneyCoin,MoneyCoin (MONEY),Scrypt,PoW/PoS,650659833
Blackstar,Blackstar (BSTAR),X11,PoS,N/A
Horse Power,Horse Power (HSP),Scrypt,PoW,2900000
HazMatCoin,HazMatCoin (HZT),Scrypt,PoW/PoS,100000000
CryptoSpots,CryptoSpots (CRSP),DPoS,DPoS,0
PoolStamp,PoolStamp (XSP),X13,PoW/PoS,N/A
CryptoCarbon,CryptoCarbon (CCRB),N/A,N/A,70000000
BullshitCoin,BullshitCoin (BULLS),Scrypt,PoW/PoS,N/A
Incent,Incent (INCNT),N/A,N/A,N/A
Iconic,Iconic (ICON),PoS,PoS,520000
NewInvestCoin,NewInvestCoin (NIC),PoS,PoS,47090909
AvonCoin,AvonCoin (ACN),PoS,PoS,1000000000
Enigma,Enigma (XNG),X11,PoW/PoS,5000000
Cannabis Industry Coin,Cannabis Industry Coin (XCI),CryptoNight,PoW,21000000
LookCoin,LookCoin (LOOK),X11,PoW/PoS,1613150000
Loco,Loco (LOC),Quark,PoW/PoS,N/A
MMXVI,MMXVI (MMXVI),N/A,PoW,N/A
TrustCoin,TrustCoin (TRST),N/A,N/A,100000000
MIScoin,MIScoin (MIS),X11,PoW/PoS,25000000
WorldPay,WorldPay (WOP),X11,PoW/PoS,10000000
ConquestCoin,ConquestCoin (CQST),X13,PoW/PoS,30000000
Impulse Coin,Impulse Coin (IMPS),X13,PoW/PoS,N/A
InCoin,InCoin (IN),X11,PoW/PoS,N/A
TheChiefCoin,TheChiefCoin (CHIEF),Scrypt,PoW/PoS,2500000000
Goat,Goat (GOAT),Scrypt,PoW/PoS,N/A
AnalCoin,AnalCoin (ANAL),SHA-256,N/A,600000
Russiacoin,Russiacoin (RC),Scrypt,PoW/PoS,144000000
PandaCoin,PandaCoin (PND),Scrypt,PoS,32514916898
PXcoin,PXcoin (PX),SHA-256,PoW/PoS,N/A
Canada eCoin,Canada eCoin (ECAD),Scrypt,PoW,100000000
OptionCoin,OptionCoin (OPTION),X11,PoS,21000000
Avatar Coin,Avatar Coin (AV),PoS,PoS,10000000
Limited Coin,Limited Coin (LTD),PoS,PoS,128
GameUnits,GameUnits (UNITS),Scrypt,PoW/PoS,13000000
HeelCoin,HeelCoin (HEEL),PoS,PoS,N/A
GAKHcoin,GAKHcoin (GAKH),Scrypt,PoW/PoS,3315789
Gainfy,Gainfy (GAIN),N/A,N/A,500000000
S88 Coin,S88 Coin (S8C),Scrypt,PoW/PoS,520000000
Leverage Coin,Leverage Coin (LVG),N/A,N/A,26000
DraculaCoin,DraculaCoin (DRA),Scrypt,PoW,N/A
Allsafe,Allsafe (ASAFE2),Quark,PoS,15000000
LiteCreed,LiteCreed (LTCR),QuBit,PoW/PoS,78835200
Quebecoin,Quebecoin (QBC),X11,N/A,21000000
ProCoin,ProCoin (XPRO),X15,PoW/PoS,6000000
Astral,Astral (ASTR),X13,PoW/PoS,37875500
GiftNet,GiftNet (GIFT),X13,PoW,6750000
PureVidz,PureVidz (VIDZ),PoS,PoS,125000000
Incrementum,Incrementum (INC),PoS,PoS,1300000
PentaCoin,PentaCoin (PTA),SHA-256,PoW/PoS, 1311955 
AcidCoin,AcidCoin (ACID),SHA-256,PoW,4500000000
ZLiteQubit,ZLiteQubit (ZLQ),QuBit,N/A, 83075000
RadicalCoin,RadicalCoin (RADI),X13,PoS,N/A
ReturnCoin,ReturnCoin (RNC),X11,PoS,250000000
Pascal Coin,Pascal Coin (PASC),Pascal,N/A,N/A
TwisterCoin,TwisterCoin (TWIST),X11,PoW/PoS,3195000
PayPeer,PayPeer (PAYP),X11,PoW/PoS,50000000000
DarkEther,DarkEther (DETH),X11,N/A,16035000
YAYcoin,YAYcoin (YAY),Scrypt,PoW/PoS,N/A
YesCoin,YesCoin (YES),Scrypt,PoW/PoS,N/A
LeninCoin,LeninCoin (LENIN),SHA-256D,PoW,100000000
MrsaCoin,MrsaCoin (MRSA),X13,PoW/PoS,2100000000
OsmiumCoin,OsmiumCoin (OS76),Scrypt,PoW,2714286
BitBoss,BitBoss (BOSS),SHA-256,PoW/PoS,N/A
Maker,Maker (MKR),N/A,N/A,1000000
Bikercoins,Bikercoins (BIC),CryptoNight,PoW,25000000
CryptoPennies,CryptoPennies (CRPS),X11,PoS,1593.15
